Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Disease
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,nausees,,,,,,,,,,,syndrome_colon_irritable
fatigue,oedemes_jambes,palpitations,toux_nocturne,vertiges,,,,,,,,,,,insuffisance_cardiaque
douleurs_articulaires,fatigue,fievre,gonflement_articulations,limitation_mouvement,raideur_matinale,,,,,,,,,,arthrite
aura,convulsions,incontinence,perte_conscience,,,,,,,,,,,,epilepsie
douleur_dos,douleur_position,irradiation_jambe,limitation_mouvement,,,,,,,,,,,,lombalgie
confusion,eruption_cutanee,fievre,maux_de_tete_intense,nausees,photophobie,raideur_nuque,vomissements,,,,,,,,meningite
anxiete,douleur_thoracique,essoufflement,fatigue,palpitations,syncope,vertiges,,,,,,,,,arythmie
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,vomissements,,,,,,,,,ulcere_gastrique
croutes,eruption_cutanee,peau_qui_suinte,peau_rouge,peau_seche,,,,,,,,,,,eczema
cheveux_cassants,constipation,depression,fatigue,frilosite,oedemes,peau_seche,prise_de_poids,,,,,,,,hypothyroidie
diarrhee,douleur_abdominale_droite,fievre,nausees,vomissements,,,,,,,,,,,appendicite
aura,confusion_post_crise,convulsions,fatigue_post_crise,morsure_langue,perte_conscience,,,,,,,,,,epilepsie
aura_visuelle,fatigue,maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vertiges,,,,,,,,,migraine
eruption_cutanee,fievre,maux_de_tete_intense,nausees,raideur_nuque,vomissements,,,,,,,,,,meningite
fatigue,maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vertiges,vomissements,,,,,,,,,migraine
cicatrisation_lente,faim_excessive,fatigue,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,,,diabete_type2
confusion,faiblesse_bras,paralysie_faciale,perte_equilibre,trouble_parole,trouble_vision,,,,,,,,,,avc
bradycardie,cheveux_cassants,constipation,frilosite,oedemes,peau_seche,prise_de_poids,,,,,,,,,hypothyroidie
confusion,faiblesse_bras,maux_de_tete_soudain,paralysie_faciale,perte_equilibre,trouble_parole,trouble_vision,,,,,,,,,avc
diarrhee,exophtalmie,fatigue,nervosité,perte_de_poids,tremblements,,,,,,,,,,hyperthyroidie
cicatrisation_lente,faim_excessive,fatigue,urines_frequentes,vision_trouble,,,,,,,,,,,diabete_type2
chaleur_articulaire,douleurs_articulaires,gonflement_articulations,limitation_mouvement,,,,,,,,,,,,arthrite
douleur_dos,douleur_position,limitation_mouvement,raideur_dos,spasmes_musculaires,,,,,,,,,,,lombalgie
confusion,faiblesse_bras,maux_de_tete_soudain,paralysie_faciale,perte_equilibre,trouble_vision,vertiges,,,,,,,,,avc
aura,confusion_post_crise,convulsions,fatigue_post_crise,,,,,,,,,,,,epilepsie
douleurs_musculaires,fatigue,fievre_cyclique,maux_de_tete,nausees,sueurs,vomissements,,,,,,,,,paludisme
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,gaz,,,,,,,,,,,syndrome_colon_irritable
nausees,sensibilite_bruit,sensibilite_lumiere,vertiges,,,,,,,,,,,,migraine
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,sueurs_froides,vertiges,,,,,,,,,infarctus
faim_excessive,fatigue,fourmillements,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,,diabete_type2
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,sifflement_respiratoire,toux,,,,,,,,,bronchite
essoufflement,expectorations,fatigue,fievre,frissons,maux_de_tete,toux,,,,,,,,,pneumonie
demangeaisons,inflammation,ongles_epaissis,peau_ecailleuse,sensibilite_peau,,,,,,,,,,,psoriasis
douleurs_musculaires,essoufflement,fievre,maux_de_tete,perte_odorat,toux_seche,,,,,,,,,,covid19
confusion,faiblesse_bras,paralysie_faciale,perte_equilibre,trouble_parole,vertiges,,,,,,,,,,avc
douleurs_musculaires,fievre,frissons,maux_de_tete,nez_qui_coule,,,,,,,,,,,grippe
anxiete,douleur_thoracique,essoufflement,syncope,vertiges,,,,,,,,,,,arythmie
alternance_diarrhee_constipation,ballonnements,douleurs_abdominales,fatigue,nausees,,,,,,,,,,,syndrome_colon_irritable
confusion_post_crise,convulsions,fatigue_post_crise,incontinence,morsure_langue,perte_conscience,,,,,,,,,,epilepsie
douleur_abdominale_droite,fatigue,fievre,jaunisse,nausees,perte_appetit,urine_foncee,vomissements,,,,,,,,hepatite
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,maux_de_tete,toux,,,,,,,,,pneumonie
diarrhee,fatigue,insomnie,nervosité,palpitations,perte_de_poids,tremblements,,,,,,,,,hyperthyroidie
douleur_abdominale_droite,douleur_au_mouvement,fievre,vomissements,,,,,,,,,,,,appendicite
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,vomissements,,,,,,,,,ulcere_gastrique
aura,confusion_post_crise,convulsions,fatigue_post_crise,morsure_langue,perte_conscience,,,,,,,,,,epilepsie
anemie,fatigue,fievre_cyclique,frissons,maux_de_tete,,,,,,,,,,,paludisme
difficulte_a_avaler,fatigue,fievre,ganglions_gonfles,mal_gorge,toux,,,,,,,,,,angine
fievre,maux_de_tete_intense,nausees,photophobie,raideur_nuque,vomissements,,,,,,,,,,meningite
douleur_thoracique,essoufflement,fatigue,palpitations,vertiges,,,,,,,,,,,arythmie
cicatrisation_lente,faim_excessive,fatigue,soif_excessive,vision_trouble,,,,,,,,,,,diabete_type2
croutes,demangeaisons,inflammation,peau_rouge,peau_seche,,,,,,,,,,,eczema
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,palpitations,toux_nocturne,vertiges,,,,,,,,,insuffisance_cardiaque
anxiete,douleur_thoracique,essoufflement,fatigue,palpitations,syncope,vertiges,,,,,,,,,arythmie
demangeaisons,douleurs_articulaires,inflammation,ongles_epaissis,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,psoriasis
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,palpitations,prise_de_poids,toux_nocturne,vertiges,,,,,,,,insuffisance_cardiaque
confusion,faiblesse_bras,paralysie_faciale,perte_equilibre,trouble_parole,trouble_vision,vertiges,,,,,,,,,avc
eruption_cutanee,fievre,maux_de_tete_intense,nausees,photophobie,raideur_nuque,vomissements,,,,,,,,,meningite
difficulte_a_parler,essoufflement,oppression_thoracique,toux_seche,,,,,,,,,,,,asthme
difficulte_a_parler,essoufflement,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,,asthme
fatigue,fievre,hemoptysie,perte_de_poids,sueurs_nocturnes,toux_chronique,,,,,,,,,,tuberculose
fatigue,insomnie,nervosité,palpitations,perte_de_poids,sudation_excessive,tremblements,,,,,,,,,hyperthyroidie
anxiete,essoufflement,sifflement_respiratoire,toux_seche,,,,,,,,,,,,asthme
cicatrisation_lente,faim_excessive,fatigue,fourmillements,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,diabete_type2
aura,convulsions,fatigue_post_crise,perte_conscience,,,,,,,,,,,,epilepsie
chaleur_articulaire,douleurs_articulaires,fatigue,fievre,gonflement_articulations,limitation_mouvement,raideur_matinale,,,,,,,,,arthrite
douleur_abdominale_droite,jaunisse,nausees,selles_decolorees,urine_foncee,vomissements,,,,,,,,,,hepatite
diarrhee,douleurs_abdominales,fatigue,fievre,vomissements,,,,,,,,,,,gastroenterite
confusion,faiblesse_bras,maux_de_tete_soudain,paralysie_faciale,trouble_vision,vertiges,,,,,,,,,,avc
essoufflement,fatigue,oedemes_jambes,palpitations,prise_de_poids,toux_nocturne,vertiges,,,,,,,,,insuffisance_cardiaque
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,sifflement_respiratoire,toux,,,,,,,,,bronchite
douleurs_musculaires,fatigue,fievre,frissons,maux_de_tete,nez_qui_coule,perte_appetit,,,,,,,,,grippe
confusion,fievre,maux_de_tete_intense,nausees,photophobie,,,,,,,,,,,meningite
difficulte_a_avaler,fatigue,fievre,ganglions_gonfles,toux,,,,,,,,,,,angine
confusion,fievre,photophobie,raideur_nuque,vomissements,,,,,,,,,,,meningite
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,,,,,,,,,,ulcere_gastrique
douleur_dos,douleur_position,raideur_dos,spasmes_musculaires,,,,,,,,,,,,lombalgie
chaleur_articulaire,douleurs_articulaires,fatigue,gonflement_articulations,limitation_mouvement,perte_appetit,raideur_matinale,,,,,,,,,arthrite
cicatrisation_lente,faim_excessive,fatigue,fourmillements,perte_de_poids,soif_excessive,urines_frequentes,vision_trouble,,,,,,,,diabete_type2
demangeaisons,eternuements,fatigue,nez_qui_coule,obstruction_nasale,toux,yeux_qui_piquent,,,,,,,,,rhinite_allergique
fatigue,insomnie,nervosité,perte_de_poids,tremblements,,,,,,,,,,,hyperthyroidie
chaleur_articulaire,douleurs_articulaires,fievre,gonflement_articulations,limitation_mouvement,perte_appetit,raideur_matinale,,,,,,,,,arthrite
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,prise_de_poids,toux_nocturne,vertiges,,,,,,,,,insuffisance_cardiaque
difficulte_a_avaler,ganglions_gonfles,mal_gorge,toux,,,,,,,,,,,,angine
chaleur_articulaire,douleurs_articulaires,fatigue,fievre,gonflement_articulations,limitation_mouvement,raideur_matinale,,,,,,,,,arthrite
douleur_abdominale_droite,fatigue,fievre,jaunisse,nausees,perte_appetit,selles_decolorees,urine_foncee,,,,,,,,hepatite
douleurs_musculaires,fatigue,fievre_cyclique,frissons,nausees,sueurs,vomissements,,,,,,,,,paludisme
cicatrisation_lente,faim_excessive,fatigue,fourmillements,perte_de_poids,soif_excessive,urines_frequentes,,,,,,,,,diabete_type2
demangeaisons,inflammation,ongles_epaissis,peau_ecailleuse,plaques_peau,,,,,,,,,,,psoriasis
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,frissons,sueurs_nocturnes,toux,,,,,,,,pneumonie
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,prise_de_poids,toux_nocturne,vertiges,,,,,,,,,insuffisance_cardiaque
douleur_thoracique,fatigue,fievre,perte_appetit,sueurs_nocturnes,toux_chronique,,,,,,,,,,tuberculose
confusion_post_crise,fatigue_post_crise,incontinence,perte_conscience,,,,,,,,,,,,epilepsie
douleur_bras_gauche,douleur_thoracique,fatigue_extreme,nausees,sueurs_froides,,,,,,,,,,,infarctus
douleur_abdominale_droite,fatigue,fievre,jaunisse,nausees,perte_appetit,urine_foncee,,,,,,,,,hepatite
cheveux_cassants,constipation,depression,frilosite,oedemes,prise_de_poids,,,,,,,,,,hypothyroidie
diarrhee,fatigue,fievre,maux_de_tete,perte_odorat,,,,,,,,,,,covid19
demangeaisons,eruption_cutanee,inflammation,peau_qui_suinte,peau_rouge,peau_seche,sensibilite_peau,,,,,,,,,eczema
douleurs_musculaires,fatigue,fievre,frissons,mal_gorge,maux_de_tete,nez_qui_coule,,,,,,,,,grippe
confusion,faiblesse_bras,paralysie_faciale,perte_equilibre,trouble_parole,vertiges,,,,,,,,,,avc
difficulte_a_avaler,fatigue,ganglions_gonfles,mal_gorge,nausees,toux,,,,,,,,,,angine
demangeaisons,inflammation,ongles_epaissis,peau_ecailleuse,plaques_peau,,,,,,,,,,,psoriasis
cicatrisation_lente,faim_excessive,fatigue,fourmillements,perte_de_poids,soif_excessive,urines_frequentes,,,,,,,,,diabete_type2
bradycardie,cheveux_cassants,constipation,fatigue,frilosite,prise_de_poids,,,,,,,,,,hypothyroidie
difficulte_a_avaler,fievre,ganglions_gonfles,maux_de_tete,nausees,toux,,,,,,,,,,angine
douleurs_musculaires,fatigue,fievre,mal_gorge,maux_de_tete,perte_odorat,toux_seche,,,,,,,,,covid19
douleur_thoracique,essoufflement,expectorations,fatigue,toux,,,,,,,,,,,bronchite
crampes,diarrhee,douleurs_abdominales,nausees,perte_appetit,,,,,,,,,,,gastroenterite
douleurs_musculaires,fatigue,fievre,frissons,mal_gorge,maux_de_tete,perte_appetit,toux,,,,,,,,grippe
cheveux_cassants,depression,fatigue,frilosite,peau_seche,prise_de_poids,,,,,,,,,,hypothyroidie
brulures_estomac,douleurs_abdominales,nausees,perte_de_poids,sang_dans_selles,vomissements,,,,,,,,,,ulcere_gastrique
exophtalmie,fatigue,nervosité,palpitations,perte_de_poids,tremblements,,,,,,,,,,hyperthyroidie
difficulte_a_avaler,fievre,ganglions_gonfles,mal_gorge,nausees,toux,,,,,,,,,,angine
eternuements,maux_de_tete,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,,,rhinite_allergique
aura,confusion_post_crise,convulsions,morsure_langue,perte_conscience,,,,,,,,,,,epilepsie
douleur_thoracique,fatigue,fievre,hemoptysie,perte_appetit,perte_de_poids,sueurs_nocturnes,toux_chronique,,,,,,,,tuberculose
diarrhee,douleurs_musculaires,essoufflement,fatigue,fievre,mal_gorge,perte_odorat,,,,,,,,,covid19
alternance_diarrhee_constipation,ballonnements,douleurs_abdominales,gaz,nausees,,,,,,,,,,,syndrome_colon_irritable
anxiete,douleur_bras_gauche,douleur_thoracique,fatigue_extreme,sueurs_froides,vertiges,,,,,,,,,,infarctus
croutes,demangeaisons,eruption_cutanee,inflammation,peau_rouge,peau_seche,,,,,,,,,,eczema
anxiete,essoufflement,fatigue,palpitations,syncope,vertiges,,,,,,,,,,arythmie
cicatrisation_lente,faim_excessive,fatigue,fourmillements,perte_de_poids,urines_frequentes,vision_trouble,,,,,,,,,diabete_type2
bourdonnements_oreilles,epistaxis,fatigue,maux_de_tete,palpitations,vertiges,,,,,,,,,,hypertension
essoufflement,fatigue,oedemes_jambes,palpitations,prise_de_poids,,,,,,,,,,,insuffisance_cardiaque
maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,vertiges,vomissements,,,,,,,,,,migraine
anxiete,difficulte_a_parler,essoufflement,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,asthme
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,palpitations,prise_de_poids,toux_nocturne,vertiges,,,,,,,,insuffisance_cardiaque
diarrhee,douleurs_abdominales,fatigue,fievre,nausees,vomissements,,,,,,,,,,gastroenterite
douleurs_articulaires,inflammation,ongles_epaissis,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,,psoriasis
confusion,eruption_cutanee,maux_de_tete_intense,nausees,photophobie,raideur_nuque,vomissements,,,,,,,,,meningite
difficulte_a_parler,essoufflement,fatigue,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,asthme
confusion,maux_de_tete_soudain,paralysie_faciale,perte_equilibre,trouble_parole,trouble_vision,vertiges,,,,,,,,,avc
confusion,faiblesse_bras,maux_de_tete_soudain,paralysie_faciale,perte_equilibre,trouble_parole,trouble_vision,,,,,,,,,avc
aura,confusion_post_crise,fatigue_post_crise,incontinence,morsure_langue,perte_conscience,,,,,,,,,,epilepsie
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,vomissements,,,,,,,,,,,ulcere_gastrique
chaleur_articulaire,fievre,gonflement_articulations,perte_appetit,raideur_matinale,,,,,,,,,,,arthrite
douleur_thoracique,fatigue,fievre,perte_appetit,perte_de_poids,sueurs_nocturnes,,,,,,,,,,tuberculose
chaleur_articulaire,douleurs_articulaires,gonflement_articulations,limitation_mouvement,perte_appetit,raideur_matinale,,,,,,,,,,arthrite
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,palpitations,prise_de_poids,toux_nocturne,vertiges,,,,,,,,insuffisance_cardiaque
croutes,demangeaisons,eruption_cutanee,inflammation,peau_qui_suinte,peau_rouge,,,,,,,,,,eczema
bourdonnements_oreilles,epistaxis,essoufflement,vertiges,vision_trouble,,,,,,,,,,,hypertension
chaleur_articulaire,douleurs_articulaires,fatigue,gonflement_articulations,limitation_mouvement,perte_appetit,raideur_matinale,,,,,,,,,arthrite
anemie,fievre_cyclique,frissons,maux_de_tete,nausees,sueurs,vomissements,,,,,,,,,paludisme
douleur_abdominale_droite,douleur_au_mouvement,fievre,nausees,vomissements,,,,,,,,,,,appendicite
confusion,eruption_cutanee,maux_de_tete_intense,nausees,photophobie,raideur_nuque,vomissements,,,,,,,,,meningite
douleur_abdominale_droite,fatigue,jaunisse,perte_appetit,selles_decolorees,urine_foncee,vomissements,,,,,,,,,hepatite
douleur_thoracique,fatigue,hemoptysie,perte_appetit,perte_de_poids,sueurs_nocturnes,toux_chronique,,,,,,,,,tuberculose
exophtalmie,insomnie,nervosité,palpitations,perte_de_poids,sudation_excessive,,,,,,,,,,hyperthyroidie
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,nausees,vertiges,,,,,,,,,infarctus
bourdonnements_oreilles,epistaxis,essoufflement,fatigue,maux_de_tete,,,,,,,,,,,hypertension
demangeaisons,eruption_cutanee,peau_qui_suinte,peau_seche,sensibilite_peau,,,,,,,,,,,eczema
confusion,faiblesse_bras,maux_de_tete_soudain,paralysie_faciale,perte_equilibre,trouble_vision,,,,,,,,,,avc
anxiete,difficulte_a_parler,essoufflement,oppression_thoracique,sifflement_respiratoire,toux_seche,,,,,,,,,,asthme
demangeaisons,douleurs_articulaires,inflammation,ongles_epaissis,peau_ecailleuse,plaques_peau,sensibilite_peau,,,,,,,,,psoriasis
diarrhee,essoufflement,fatigue,fievre,toux_seche,,,,,,,,,,,covid19
crampes,diarrhee,douleurs_abdominales,vomissements,,,,,,,,,,,,gastroenterite
douleurs_musculaires,fatigue,mal_gorge,maux_de_tete,nez_qui_coule,perte_appetit,toux,,,,,,,,,grippe
anxiete,fatigue,palpitations,vertiges,,,,,,,,,,,,arythmie
diarrhee,fatigue,insomnie,nervosité,palpitations,perte_de_poids,sudation_excessive,,,,,,,,,hyperthyroidie
diarrhee,douleurs_abdominales,fatigue,vomissements,,,,,,,,,,,,gastroenterite
fatigue,fievre_cyclique,frissons,maux_de_tete,nausees,sueurs,vomissements,,,,,,,,,paludisme
chaleur_articulaire,douleurs_articulaires,fatigue,fievre,gonflement_articulations,perte_appetit,raideur_matinale,,,,,,,,,arthrite
alternance_diarrhee_constipation,ballonnements,douleurs_abdominales,gaz,nausees,,,,,,,,,,,syndrome_colon_irritable
aura,confusion_post_crise,convulsions,fatigue_post_crise,incontinence,morsure_langue,perte_conscience,,,,,,,,,epilepsie
douleur_thoracique,essoufflement,expectorations,fatigue,toux,,,,,,,,,,,bronchite
eternuements,fatigue,maux_de_tete,nez_qui_coule,toux,yeux_qui_piquent,,,,,,,,,,rhinite_allergique
anxiete,douleur_bras_gauche,douleur_thoracique,essoufflement,fatigue_extreme,nausees,sueurs_froides,vertiges,,,,,,,,infarctus
brulures_estomac,douleurs_abdominales,faim_douloureuse,nausees,perte_de_poids,sang_dans_selles,vomissements,,,,,,,,,ulcere_gastrique
fatigue,nez_qui_coule,obstruction_nasale,yeux_qui_piquent,,,,,,,,,,,,rhinite_allergique
douleur_thoracique,essoufflement,expectorations,fatigue,fievre,sifflement_respiratoire,toux,,,,,,,,,bronchite
confusion,eruption_cutanee,maux_de_tete_intense,nausees,photophobie,raideur_nuque,vomissements,,,,,,,,,meningite
diarrhee,douleurs_abdominales,fievre,nausees,vomissements,,,,,,,,,,,gastroenterite
diarrhee,exophtalmie,fatigue,nervosité,perte_de_poids,sudation_excessive,tremblements,,,,,,,,,hyperthyroidie
douleurs_musculaires,fatigue,fievre,maux_de_tete,perte_appetit,toux,,,,,,,,,,grippe
aura_visuelle,maux_de_tete_intense,nausees,sensibilite_bruit,sensibilite_lumiere,,,,,,,,,,,migraine
crampes,diarrhee,douleurs_abdominales,fatigue,fievre,nausees,vomissements,,,,,,,,,gastroenterite
douleur_abdominale_droite,fatigue,fievre,jaunisse,perte_appetit,selles_decolorees,urine_foncee,vomissements,,,,,,,,hepatite
fatigue,fievre,hemoptysie,perte_appetit,sueurs_nocturnes,toux_chronique,,,,,,,,,,tuberculose
abdomen_gonflé,essoufflement,fatigue,oedemes_jambes,prise_de_poids,vertiges,,,,,,,,,,insuffisance_cardiaque
douleur_dos,douleur_position,fatigue,irradiation_jambe,limitation_mouvement,raideur_dos,spasmes_musculaires,,,,,,,,,lombalgie
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,gaz,nausees,,,,,,,,,syndrome_colon_irritable
eternuements,fatigue,obstruction_nasale,toux,yeux_qui_piquent,,,,,,,,,,,rhinite_allergique
douleur_abdominale_droite,fatigue,fievre,jaunisse,nausees,perte_appetit,urine_foncee,vomissements,,,,,,,,hepatite
douleur_dos,douleur_position,fatigue,irradiation_jambe,limitation_mouvement,raideur_dos,spasmes_musculaires,,,,,,,,,lombalgie
crampes,diarrhee,douleurs_abdominales,fievre,nausees,vomissements,,,,,,,,,,gastroenterite
douleur_thoracique,fatigue,hemoptysie,perte_appetit,perte_de_poids,sueurs_nocturnes,toux_chronique,,,,,,,,,tuberculose
difficulte_a_avaler,fatigue,fievre,ganglions_gonfles,mal_gorge,maux_de_tete,,,,,,,,,,angine
aura,confusion_post_crise,convulsions,fatigue_post_crise,incontinence,perte_conscience,,,,,,,,,,epilepsie
anxiete,douleur_thoracique,essoufflement,fatigue_extreme,nausees,sueurs_froides,,,,,,,,,,infarctus
confusion,eruption_cutanee,fievre,maux_de_tete_intense,nausees,raideur_nuque,,,,,,,,,,meningite
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,nausees,,,,,,,,,,,syndrome_colon_irritable
alternance_diarrhee_constipation,ballonnements,crampes,douleurs_abdominales,fatigue,gaz,nausees,,,,,,,,,syndrome_colon_irritable
difficulte_a_avaler,ganglions_gonfles,mal_gorge,maux_de_tete,,,,,,,,,,,,angine
